"","Source","Target","Type","Id","Label","Interval","Weight"
"1","--nVNvIAAAAJ","--nVNvIAAAAJ","Direct","--nVNvIAAAAJ_--nVNvIAAAAJ","Direct","",1
"2","--nVNvIAAAAJ","--nVNvIAAAAJ","Direct","--nVNvIAAAAJ_--nVNvIAAAAJ","Direct","",1
"3","-0CQuX8AAAAJ","NK7srJYAAAAJ","Direct","-0CQuX8AAAAJ_NK7srJYAAAAJ","Direct","",1
"4","-0CQuX8AAAAJ","-0CQuX8AAAAJ","Direct","-0CQuX8AAAAJ_-0CQuX8AAAAJ","Direct","",1
"5","-0CQuX8AAAAJ","-0CQuX8AAAAJ","Direct","-0CQuX8AAAAJ_-0CQuX8AAAAJ","Direct","",1
"6","-0CQuX8AAAAJ","-0CQuX8AAAAJ","Direct","-0CQuX8AAAAJ_-0CQuX8AAAAJ","Direct","",1
"7","-0CQuX8AAAAJ","-0CQuX8AAAAJ","Direct","-0CQuX8AAAAJ_-0CQuX8AAAAJ","Direct","",1
"8","-0iKXsgAAAAJ","-0iKXsgAAAAJ","Direct","-0iKXsgAAAAJ_-0iKXsgAAAAJ","Direct","",1
"9","-0iKXsgAAAAJ","-0iKXsgAAAAJ","Direct","-0iKXsgAAAAJ_-0iKXsgAAAAJ","Direct","",1
"10","-0iKXsgAAAAJ","-0iKXsgAAAAJ","Direct","-0iKXsgAAAAJ_-0iKXsgAAAAJ","Direct","",1
"11","-0iKXsgAAAAJ","-0iKXsgAAAAJ","Direct","-0iKXsgAAAAJ_-0iKXsgAAAAJ","Direct","",1
"12","-0nYQVIAAAAJ","JEApEv4AAAAJ","Direct","-0nYQVIAAAAJ_JEApEv4AAAAJ","Direct","",1
"13","-0nYQVIAAAAJ","AANigvoAAAAJ","Direct","-0nYQVIAAAAJ_AANigvoAAAAJ","Direct","",1
"14","-0nYQVIAAAAJ","-0nYQVIAAAAJ","Direct","-0nYQVIAAAAJ_-0nYQVIAAAAJ","Direct","",1
"15","-0nYQVIAAAAJ","-0nYQVIAAAAJ","Direct","-0nYQVIAAAAJ_-0nYQVIAAAAJ","Direct","",1
"16","-0nYQVIAAAAJ","-0nYQVIAAAAJ","Direct","-0nYQVIAAAAJ_-0nYQVIAAAAJ","Direct","",1
"17","-0nYQVIAAAAJ","-0nYQVIAAAAJ","Direct","-0nYQVIAAAAJ_-0nYQVIAAAAJ","Direct","",1
"18","-0nYQVIAAAAJ","-0nYQVIAAAAJ","Direct","-0nYQVIAAAAJ_-0nYQVIAAAAJ","Direct","",1
"19","-0nYQVIAAAAJ","-0nYQVIAAAAJ","Direct","-0nYQVIAAAAJ_-0nYQVIAAAAJ","Direct","",1
"20","-0ppt6oAAAAJ","-0ppt6oAAAAJ","Direct","-0ppt6oAAAAJ_-0ppt6oAAAAJ","Direct","",1
"21","-0ppt6oAAAAJ","-0ppt6oAAAAJ","Direct","-0ppt6oAAAAJ_-0ppt6oAAAAJ","Direct","",1
"22","-0ppt6oAAAAJ","-0ppt6oAAAAJ","Direct","-0ppt6oAAAAJ_-0ppt6oAAAAJ","Direct","",1
"23","-0rEuLgAAAAJ","-0rEuLgAAAAJ","Direct","-0rEuLgAAAAJ_-0rEuLgAAAAJ","Direct","",1
"24","-0rEuLgAAAAJ","r70ags0AAAAJ","Direct","-0rEuLgAAAAJ_r70ags0AAAAJ","Direct","",1
"25","-234SKAAAAAJ","-234SKAAAAAJ","Direct","-234SKAAAAAJ_-234SKAAAAAJ","Direct","",1
"26","-234SKAAAAAJ","-234SKAAAAAJ","Direct","-234SKAAAAAJ_-234SKAAAAAJ","Direct","",1
"27","-234SKAAAAAJ","-234SKAAAAAJ","Direct","-234SKAAAAAJ_-234SKAAAAAJ","Direct","",1
"28","-234SKAAAAAJ","RKvl6OoAAAAJ","Direct","-234SKAAAAAJ_RKvl6OoAAAAJ","Direct","",1
"29","-31-oa0AAAAJ","Fz-5bdcAAAAJ","Direct","-31-oa0AAAAJ_Fz-5bdcAAAAJ","Direct","",1
"30","-31-oa0AAAAJ","-31-oa0AAAAJ","Direct","-31-oa0AAAAJ_-31-oa0AAAAJ","Direct","",1
"31","-31-oa0AAAAJ","-31-oa0AAAAJ","Direct","-31-oa0AAAAJ_-31-oa0AAAAJ","Direct","",1
"32","-5DNOLIAAAAJ","-5DNOLIAAAAJ","Direct","-5DNOLIAAAAJ_-5DNOLIAAAAJ","Direct","",1
"33","-5DNOLIAAAAJ","-5DNOLIAAAAJ","Direct","-5DNOLIAAAAJ_-5DNOLIAAAAJ","Direct","",1
"34","-5DNOLIAAAAJ","-5DNOLIAAAAJ","Direct","-5DNOLIAAAAJ_-5DNOLIAAAAJ","Direct","",1
"35","-5DNOLIAAAAJ","-5DNOLIAAAAJ","Direct","-5DNOLIAAAAJ_-5DNOLIAAAAJ","Direct","",1
"36","-5LVcdsAAAAJ","-5LVcdsAAAAJ","Direct","-5LVcdsAAAAJ_-5LVcdsAAAAJ","Direct","",1
"37","-5ZxgGsAAAAJ","-5ZxgGsAAAAJ","Direct","-5ZxgGsAAAAJ_-5ZxgGsAAAAJ","Direct","",1
"38","-6cOYcYAAAAJ","Db4BCX8AAAAJ","Direct","-6cOYcYAAAAJ_Db4BCX8AAAAJ","Direct","",1
"39","-6cOYcYAAAAJ","-6cOYcYAAAAJ","Direct","-6cOYcYAAAAJ_-6cOYcYAAAAJ","Direct","",1
"40","-6cOYcYAAAAJ","-6cOYcYAAAAJ","Direct","-6cOYcYAAAAJ_-6cOYcYAAAAJ","Direct","",1
"41","-6cOYcYAAAAJ","Db4BCX8AAAAJ","Direct","-6cOYcYAAAAJ_Db4BCX8AAAAJ","Direct","",1
"42","-6cOYcYAAAAJ","-6cOYcYAAAAJ","Direct","-6cOYcYAAAAJ_-6cOYcYAAAAJ","Direct","",1
"43","-6cOYcYAAAAJ","wCxzFrMAAAAJ","Direct","-6cOYcYAAAAJ_wCxzFrMAAAAJ","Direct","",1
"44","-6cOYcYAAAAJ","-6cOYcYAAAAJ","Direct","-6cOYcYAAAAJ_-6cOYcYAAAAJ","Direct","",1
"45","-6cOYcYAAAAJ","wCxzFrMAAAAJ","Direct","-6cOYcYAAAAJ_wCxzFrMAAAAJ","Direct","",1
"46","-6cOYcYAAAAJ","P97vI1EAAAAJ","Direct","-6cOYcYAAAAJ_P97vI1EAAAAJ","Direct","",1
"47","-6cOYcYAAAAJ","-6cOYcYAAAAJ","Direct","-6cOYcYAAAAJ_-6cOYcYAAAAJ","Direct","",1
"48","-6cOYcYAAAAJ","Db4BCX8AAAAJ","Direct","-6cOYcYAAAAJ_Db4BCX8AAAAJ","Direct","",1
"49","-6cOYcYAAAAJ","-6cOYcYAAAAJ","Direct","-6cOYcYAAAAJ_-6cOYcYAAAAJ","Direct","",1
"50","-6cOYcYAAAAJ","-6cOYcYAAAAJ","Direct","-6cOYcYAAAAJ_-6cOYcYAAAAJ","Direct","",1
"51","-6cOYcYAAAAJ","-6cOYcYAAAAJ","Direct","-6cOYcYAAAAJ_-6cOYcYAAAAJ","Direct","",1
"52","-6cOYcYAAAAJ","wCxzFrMAAAAJ","Direct","-6cOYcYAAAAJ_wCxzFrMAAAAJ","Direct","",1
"53","-6FYTfMAAAAJ","-6FYTfMAAAAJ","Direct","-6FYTfMAAAAJ_-6FYTfMAAAAJ","Direct","",1
"54","-6FYTfMAAAAJ","-6FYTfMAAAAJ","Direct","-6FYTfMAAAAJ_-6FYTfMAAAAJ","Direct","",1
"55","-6FYTfMAAAAJ","-6FYTfMAAAAJ","Direct","-6FYTfMAAAAJ_-6FYTfMAAAAJ","Direct","",1
"56","-78feYUAAAAJ","-78feYUAAAAJ","Direct","-78feYUAAAAJ_-78feYUAAAAJ","Direct","",1
"57","-78feYUAAAAJ","-78feYUAAAAJ","Direct","-78feYUAAAAJ_-78feYUAAAAJ","Direct","",1
"58","-aQaHIoAAAAJ","-aQaHIoAAAAJ","Direct","-aQaHIoAAAAJ_-aQaHIoAAAAJ","Direct","",1
"59","-aQaHIoAAAAJ","-aQaHIoAAAAJ","Direct","-aQaHIoAAAAJ_-aQaHIoAAAAJ","Direct","",1
"60","-aQaHIoAAAAJ","-aQaHIoAAAAJ","Direct","-aQaHIoAAAAJ_-aQaHIoAAAAJ","Direct","",1
"61","-aQaHIoAAAAJ","-aQaHIoAAAAJ","Direct","-aQaHIoAAAAJ_-aQaHIoAAAAJ","Direct","",1
"62","-aQaHIoAAAAJ","-aQaHIoAAAAJ","Direct","-aQaHIoAAAAJ_-aQaHIoAAAAJ","Direct","",1
"63","-BLWw_kAAAAJ","-BLWw_kAAAAJ","Direct","-BLWw_kAAAAJ_-BLWw_kAAAAJ","Direct","",1
"64","-BLWw_kAAAAJ","-BLWw_kAAAAJ","Direct","-BLWw_kAAAAJ_-BLWw_kAAAAJ","Direct","",1
"65","-BLWw_kAAAAJ","-BLWw_kAAAAJ","Direct","-BLWw_kAAAAJ_-BLWw_kAAAAJ","Direct","",1
"66","-chjN0MAAAAJ","-chjN0MAAAAJ","Direct","-chjN0MAAAAJ_-chjN0MAAAAJ","Direct","",1
"67","-chjN0MAAAAJ","-chjN0MAAAAJ","Direct","-chjN0MAAAAJ_-chjN0MAAAAJ","Direct","",1
"68","-chjN0MAAAAJ","tsUKOwYAAAAJ","Direct","-chjN0MAAAAJ_tsUKOwYAAAAJ","Direct","",1
"69","-chjN0MAAAAJ","-chjN0MAAAAJ","Direct","-chjN0MAAAAJ_-chjN0MAAAAJ","Direct","",1
"70","-cL-RwUAAAAJ","-cL-RwUAAAAJ","Direct","-cL-RwUAAAAJ_-cL-RwUAAAAJ","Direct","",1
"71","-cL-RwUAAAAJ","-cL-RwUAAAAJ","Direct","-cL-RwUAAAAJ_-cL-RwUAAAAJ","Direct","",1
"72","-cL-RwUAAAAJ","-cL-RwUAAAAJ","Direct","-cL-RwUAAAAJ_-cL-RwUAAAAJ","Direct","",1
"73","-cL-RwUAAAAJ","-cL-RwUAAAAJ","Direct","-cL-RwUAAAAJ_-cL-RwUAAAAJ","Direct","",1
"74","-cL-RwUAAAAJ","-cL-RwUAAAAJ","Direct","-cL-RwUAAAAJ_-cL-RwUAAAAJ","Direct","",1
