"","Id","Label","Interval","Weight","Dept","Orientation"
"1","-0ppt6oAAAAJ","YURY O CHERNOFF ",0,1,"BIO",""
"2","-6cOYcYAAAAJ","STEVEN MAXWELL SEITZ ",0,1,"CS",""
"3","VizsSmEAAAAJ","CHARLES R DYER ",0,1,"CS",""
"4","-6FYTfMAAAAJ","HENRY M PAGE ",0,1,"BIO",""
"5","-aQaHIoAAAAJ","GIACOMO BERNARDI ",0,1,"BIO",""
"6","-Dg42W8AAAAJ","SARA M LEWIS ",0,1,"BIO",""
"7","-EXWOU0AAAAJ","DMH WALKER ",0,1,"CS",""
"8","-GT5PAkAAAAJ","PAUL ANTHONY FISHWICK ",0,1,"CS",""
"9","-H7Y-VUAAAAJ","CLAUDIA MAY TYLER ",0,1,"BIO",""
"10","-had2Q8AAAAJ","DAVID G DRUBIN ",0,1,"BIO",""
"11","kUwCxIUAAAAJ","RONG LI ",0,1,"BIO",""
"12","-HwCwkAAAAAJ","MARC S MANGEL ",0,1,"BIO",""
"13","cFbbY_gAAAAJ","DANIEL T BLUMSTEIN ",0,1,"BIO",""
"14","-Jbd9DsAAAAJ","GOPAL GUPTA ",0,1,"CS",""
"15","-LyegNoAAAAJ","NEAL F LUE ",0,1,"BIO",""
"16","-m5wrTkAAAAJ","GAUTAM BISWAS ",0,1,"CS",""
"17","-o3I0zUAAAAJ","ZHIPING WENG ",0,1,"BIO",""
"18","-PWcE1YAAAAJ","RAN CANETTI ",0,1,"CS",""
"19","-PWYRzIAAAAJ","GRETCHEN E HOFMANN ",0,1,"BIO",""
"20","-QZrYjsAAAAJ","BENJAMIN OHLSTEIN ",0,1,"BIO",""
"21","-spRnaQAAAAJ","JAVED ALEXANDER ASLAM ",0,1,"CS",""
"22","-teHhxwAAAAJ","MARK A PEIFER ",0,1,"BIO",""
"23","-UyfaYEAAAAJ","STANLEY FALKOW ",0,1,"BIO",""
"24","-vrMfNMAAAAJ","JOHN E GATESY ",0,1,"BIO",""
"25","-XpZ4fgAAAAJ","SCOTT ALAN MAHLKE ",0,1,"CS",""
"26","Wov5tYoAAAAJ","DAVID I AUGUST ",0,1,"CS",""
"27","-yrzguMAAAAJ","SRINIVAS DEVADAS ",0,1,"CS",""
"28","-YvgZDEAAAAJ","ABRAHAM SILBERSCHATZ ",0,1,"CS",""
"29","SKVnHakAAAAJ","HOSAGRAHAR VISVESVARAYA JAGADISH ",0,1,"CS",""
"30","-_yz0eUAAAAJ","INGRID M PARKER ",0,1,"BIO",""
"31","0-hcsnoAAAAJ","ELIZABETH LOWDEN BRAINERD ",0,1,"BIO",""
"32","008lr2cAAAAJ","TOBIAS HANS HOELLERER ",0,1,"CS",""
"33","00H10pgAAAAJ","JONATHAN B DEMB ",0,1,"BIO",""
"34","00M1AqQAAAAJ","JOHN DAVID KUBIATOWICZ ",0,1,"CS",""
"35","U6OVPVMAAAAJ","FREDERIC T CHONG ",0,1,"CS",""
"36","01EOkNEAAAAJ","ROEL NUSSE ",0,1,"BIO",""
"37","02nHF0gAAAAJ","RAJESH PN RAO ",0,1,"CS",""
"38","67aYFTQAAAAJ","DANA H BALLARD ",0,1,"CS",""
"39","02_kT4YAAAAJ","JEFF ERICKSON ",0,1,"CS",""
"40","03uVItYAAAAJ","COLIN MARK ORIANS ",0,1,"BIO",""
"41","04pdXhgAAAAJ","PEIXUAN GUO ",0,1,"BIO",""
"42","05UuCNQAAAAJ","JERRY M MELILLO ",0,1,"BIO",""
"43","wQzELzEAAAAJ","CHRISTOPHER NEILL ",0,1,"BIO",""
"44","EBnjjY8AAAAJ","EDWARD B RASTETTER ",0,1,"BIO",""
"45","D9UDlHYAAAAJ","RICHARD GILBERT LATHROP ",0,1,"CS",""
"46","060zUaAAAAAJ","KAREN L CARLETON ",0,1,"BIO",""
"47","07ds-DAAAAAJ","JENNIFER LYNN REXFORD ",0,1,"CS",""
"48","0ahvXiEAAAAJ","MICHAEL P CUMMINGS ",0,1,"BIO",""
"49","0cy3s0AAAAAJ","RACHEL D GREEN ",0,1,"BIO",""
"50","0DpK1EMAAAAJ","TUOMAS W SANDHOLM ",0,1,"CS",""
"51","0e8QmOMAAAAJ","JEFFREY L DENBURG ",0,1,"BIO",""
"52","0ESwQagAAAAJ","THOMAS J GIVNISH ",0,1,"BIO",""
"53","nVksQusAAAAJ","KENNETH J SYTSMA ",0,1,"BIO",""
"54","0fq5QeIAAAAJ","PAVEL A PEVZNER ",0,1,"CS",""
"55","NzQu5SwAAAAJ","VINEET BAFNA ",0,1,"CS",""
"56","0fVKnEcAAAAJ","MICHAEL TRAVISANO ",0,1,"BIO",""
"57","wjPrcoUAAAAJ","RICHARD E LENSKI ",0,1,"BIO",""
"58","0IHc9DUAAAAJ","CARL K CHANG ",0,1,"CS",""
"59","0iJRaawAAAAJ","JAMES P COHOON ",0,1,"CS",""
"60","YTJrQA4AAAAJ","GABRIEL ROBINS ",0,1,"CS",""
"61","0irVeiQAAAAJ","SRINIVASAN SESHAN ",0,1,"CS",""
"62","0IrZEuIAAAAJ","URSULA W GOODENOUGH ",0,1,"BIO",""
"63","0nBysEcAAAAJ","ALFRED KOBSA ",0,1,"CS",""
"64","0OdjAAkAAAAJ","GONZALO GIRIBET ",0,1,"BIO",""
"65","0oj4N0sAAAAJ","EDMUND D BRODIE ",0,1,"BIO",""
"66","0RMteS0AAAAJ","SHIVAKANT MISHRA ",0,1,"CS",""
"67","0skgDnMAAAAJ","ALFRED CHARLES WEAVER ",0,1,"CS",""
"68","0tJWcp4AAAAJ","GREGORY PAUL COPENHAVER ",0,1,"BIO",""
"69","0vWWXXUAAAAJ","BUELENT YENER ",0,1,"CS",""
"70","0VzUxIcAAAAJ","DARRELL WHITLEY ",0,1,"CS",""
"71","0XV1sFsAAAAJ","SIMON SINSING LAM ",0,1,"CS",""
